id;imdb_id;title;original_title;overview;vote_average;vote_count;popularity;revenue;budget
496967;tt10199586;Atlantics;Atlantique;Along the Atlantic coast, a soon-to-be-inaugurated futuristic tower looms over a suburb of Dakar. Ada, 17, is in love with Souleiman, a young construction worker. But she has been promised to another man. One night, Souleiman and his co-workers leave the country by sea, in hope of a better future. Several days later, a fire ruins Ada’s wedding and a mysterious fever starts to spread. Little does Ada know that Souleiman has returned.;6.7;143;8.626;0;1600000
1563;tt0084628;Sans Soleil;Sans soleil;"""He wrote me..."" A woman narrates the thoughts of a world traveler, meditations on time and memory expressed in words and images from places as far-flung as Japan, Guinea-Bissau, Iceland, and San Francisco.";7.7;146;8.601;30878;0
46581;tt0071359;Immoral Tales;Contes immoraux;Four erotic tales from in various historical eras. The first, 'The Tide', is set in the present day, and concerns a student and his young female cousin stranded on the beach by the tide, secluded from prying eyes. 'Therese Philosophe' is set in the nineteenth century, and concerns a girl being locked in her bedroom, where she contemplates the erotic potential of the objects contained within it. 'Erzsebet Bathory' is a portrait of the sixteenth-century countess who allegedly bathed in the blood of virgins, while 'Lucrezia Borgia' concerns an incestuous fifteenth-century orgy involving Lucrezia, her brother, and her father the Pope.;5.9;128;8.585;0;0
126319;tt1816518;Ernest & Celestine;Ernest et Célestine;"Celestine is a little mouse trying to avoid a dental career; Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together.";7.7;379;8.581;8109160;12516654
110160;tt1650048;Laurence Anyways;Laurence Anyways;The story of an impossible love between a woman named Fred and a transgender woman named Laurence who reveals her inner desire to become her true self.;7.7;612;8.575;12250;9500000
452187;tt6462462;Le Brio;Le Brio;"Neïla Salah grew up in Créteil, a tower block suburb on the outskirts of Paris, and dreams of becoming a lawyer. She has been accepted into a major university in Paris and on her first day there she is confronted by Pierre Mazard, a professor known for his provocative behavior and blunders. To make amends for an incident, he accepts to help Neïla prepare for a prestigious competition in courtroom eloquence. Both cynical and demanding, Pierre could become the mentor who she needs... But first both must overcome their prejudices.";7.1;659;8.547;10968212;0
9305;tt0117040;Microcosmos;Microcosmos : Le peuple de l'herbe;A documentary of insect life in meadows and ponds, using incredible close-ups, slow motion, and time-lapse photography. It includes bees collecting nectar, ladybugs eating mites, snails mating, spiders wrapping their catch, a scarab beetle relentlessly pushing its ball of dung uphill, endless lines of caterpillars, an underwater spider creating an air bubble to live in, and a mosquito hatching.;7.6;153;8.546;0;0
451955;tt6367558;Double Lover;L'Amant Double;Chloé, a fragile young woman, falls in love with her psychoanalyst, Paul. A few months later she moves in with him, but soon discovers that her lover is concealing a part of his identity.;6.1;336;8.544;4248574;7110000
8841;tt1068646;The Class;Entre les murs;Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.;7.0;453;8.533;28814580;0
73532;tt1508675;Le Havre;Le Havre;Marcel Marx, a former bohemian and struggling author, has given up his literary ambitions and relocated to the port city Le Havre. He leads a simple life based around his wife Arletty, his favourite bar and his not too profitable profession as a shoeshiner. As Arletty suddenly becomes seriously ill, Marcel's path crosses with an underage illegal immigrant from Africa, who needs Marcel's help to hide from the police.;7.0;266;8.529;0;3850000
51991;tt1565958;Romantics Anonymous;Les émotifs anonymes;What happens when a man and a woman share a common passion? They fall in love. And this is what happens to Jean-René, the boss of a small chocolate factory, and Angélique, a gifted chocolate maker he has just hired. What occurs when a highly emotional man meets a highly emotional woman? They fall in love, and this is what occurs to Jean-René and Angélique who share the same handicap. But being pathologically timid does not make things easy for them. So whether they will manage to get together, join their solitudes and live happily ever after is a guessing matter.;6.5;376;8.523;0;0
5558;tt0071487;The Phantom of Liberty;Le Fantôme de la liberté;This Surrealist film, with a title referencing the Communist Manifesto, strings together short incidents based on the life of director Luis Buñuel. Presented as chance encounters, these loosely related, intersecting situations, all without a consistent protagonist, reach from the 19th century to the 1970s. Touching briefly on subjects such as execution, pedophilia, incest, and sex, the film features an array of characters, including a sick father and incompetent police officers.;7.7;161;8.522;0;0
19223;tt0110917;A Pure Formality;Una pura formalità;Onoff is a famous writer, now a recluse. The Inspector is suspicious when Onoff is brought into the station one night, disoriented and suffering a kind of amnesia. In an isolated, rural police station, the Inspector tries to establish the events surrounding a killing, to reach a startling resolution.;7.7;231;8.519;0;0
11530;tt0078528;The Discord;La Zizanie;Guillaume has made it: A machine that can clean dirty air by simply sucking all dirt into air balloons and then shipping them far far away so his explanation. Some Japanese business guys, after dinner with a lot of alcohol, order 5,000 pieces. His only problem: His production capacity is way to small so he gets to produce the machines in his private house. His wife Bernadette is far from being happy about it. Her private life goes down the line so she decides to leave Guillaume and to finally have revenge she candidates for major against her husband...;6.4;193;8.517;0;0
582206;tt9284430;The Best Is Yet to Come;Le meilleur reste à venir;Following a huge misunderstanding, two friends always decide to tackle everything to make up for lost time.;6.9;203;8.505;7201952;13000000
11986;tt0090563;Betty Blue;37°2 le matin;"Betty Blue, a mentally unbalanced and sexually aggressive free spirit who becomes involved with Zorg, a repairman moonlighting as a writer. The two engage in a variety of sexual encounters, and grow more passionate toward each other. Betty finds Zorg’s book and is aggressively supportive; over time, but her instability catches up with her.";7.3;233;8.493;2003822;0
13652;tt1002966;Ca$h;Ca$h;"A man meets up with two ""good guys"" to recover what is unlawfully his, taking them on his whirlwind ride, doing things they never would have imagined, just to survive.";5.7;199;8.481;0;0
11156;tt1035736;Coco Before Chanel;Coco avant Chanel;Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing.;6.9;683;8.475;0;0
13635;tt1259014;Mesrine: Killer Instinct;L'Instinct de mort;Jacques Mesrine, a loyal son and dedicated soldier, is back home and living with his parents after serving in the Algerian War. Soon he is seduced by the neon glamour of sixties Paris and the easy money it presents. Mentored by Guido, Mesrine turns his back on middle class law-abiding and soon moves swiftly up the criminal ladder.;7.4;664;8.47;31055440;0
51980;tt0107002;Germinal;Germinal;It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them;6.7;196;8.466;0;0
40180;tt0073535;Fear Over the City;Peur sur la ville;A serial-killer frightens Paris by phoning young ladies at night, telling them insults about their lives. Minos, as he calls himself, wants to prevent the world from free women and he targets at first these ones. Commissaire Letellier is given the investigation and he has hard work with the maniac.;7.4;150;8.463;0;0
382593;tt5833730;Divorce French Style 2;Papa ou maman 2;Two years have passed. After missing their separation, the Leroy seem perfectly successful in their divorce. But the appearance of two new lovers in the life of Vincent and Florence will set fire to the powders. The match between the former spouses resumes.;6.2;486;8.462;0;0
171;tt0083686;The Party 2;La Boum 2;A young French teenage girl after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.;6.4;462;8.444;0;0
434273;tt4693612;Mr. Stein Goes Online;Un profil pour deux;Pierre, widowed and retired, has not been out of his house for two years. He discovers the joys of the internet thanks to Alex, a young man hired by his daughter to teach him the basics of computer science. On a meeting place, a charming young woman, Flora63, seduced by the romanticism of Pierre, offers her a first date. Lovers, Pierre is back. But on his profile he put a picture of Alex and not his own. Pierre must convince the young man to meet Flora in his place;6.0;161;8.424;3358085;5000000
451646;tt6293032;My Son;Mon garçon;The story of a busy man, who fills his time travelling to Africa, South America and the Middle East. His passion for his job has distanced him from his loved ones. He’s been divorced for three years and has since seen his son very little. When the latter disappears, he is forced to stand still, and soon discovers things about his ex-wife and, above all, his son. A terrible feeling of guilt overwhelms him and he decides to find his son at all costs...;5.9;194;8.416;0;0
463861;tt7156144;Jealous;Jalouse;A divorced teacher suddenly becomes jealous of everyone, including her daughter, friends and neighbors.;5.9;162;8.395;0;0
113160;tt2152779;My First Time;Ma première fois;Zachary is 20 years old. Dark and independent, he collects amorous conquests and school failure. Sarah is 18 years old. First class, fragile, she fills her emotional gaps with perfect control of his life. Nothing should close and yet, the year of the tank, for six months, they will live a love against which nothing can be, the true, the big one that marks a life forever.;6.7;486;8.384;0;6180000
398929;tt5657028;Alibi.com;Alibi.com;Greg founded a company called Alibi.com that creates any type of alibi. With his associate, Augustin, and Medhi his new employee, they devise unstoppable stratagems and stagings to cover their clients. But meeting Flo, a pretty blonde who hates men who lie, will complicate Greg's life, which begins by hiding the true nature of his activity. During the presentation to parents, Greg understands that Gérard, the father of Flo, is also one of their clients.;6.5;1280;8.356;29370592;7546570
426830;tt5286268;Family Heist;Mes trésors;A high-profile burglar reconciles with his two daughters (half-siblings) to help him retaliate against his ex-partner who betrayed him.;5.8;177;8.353;0;0
5590;tt0066207;Donkey Skin;Peau d'âne;A fairy godmother helps a princess disguise herself so she won't have to marry her father.;7.3;320;8.346;0;0
11913;tt0065769;The Gendarme Takes Off;Le Gendarme en balade;The whole clique of Cruchot's police station is retired. Now he lives with his rich wife in her castle - and is bored almost to death. He fights with the butler, because he isn't even allowed to do the simple works. But when one of the clique suffers from amnesia after an accident, all of the others reunite and kidnap him, to take him on a tour to their old working places and through their memories. In their old uniforms they turn St. Tropez upside down.;6.4;325;8.345;0;0
56648;tt0074720;The Toy;Le jouet;When Francois, a journalist, tours a big store for an article, he is chosen by the son of the newspaper's owner, Rambal-Cochet, as his new toy. Needing money and unwilling to quit his job, Francois agrees to this ridiculous assignment. Gradually befriending the spoiled boy, he induces him to play at making a newspaper, unveiling publicly the tyrannical way of life of the father. The powerful emotional climax we experience with the child astonishes both men.;7.1;163;8.341;0;0
589984;tt9811374;Inséparables;Inséparables;"Mika, a little crook, took a quick tour of the prison, where he got to know ""Putin"", a crazy and unpredictable detainee. As soon as his sentence has been served, he decides to start from scratch and start his life over again. As he prepares to marry the daughter of a wealthy businessman, his past catches up with him: Putin arrives without warning! Mika will quickly realize that we do not easily get rid of such a ball ...";6.2;187;8.34;0;0
495673;tt6913168;Belleville Cop;Le Flic de Belleville;When a childhood friend from Miami gets killed after he comes to warn of encroaching drug gangs, Baaba moves to Miami and teams up with a local officer to bring down the criminals.;4.9;225;8.33;0;0
19123;tt0082183;Knock on Wood;La Chèvre;When the boss' unlucky daughter is missing in South America, Campana is sent to watch the boss' most unlucky employee who is sent as a private detective in hopes he can duplicate the daughter's mistakes.;7.1;389;8.324;0;0
42112;tt0085180;L'Argent;L'Argent;A forged 500-franc note is passed from person to person and shop to shop, until it falls into the hands of a genuine innocent who doesn't see it for what it is - which will have devastating consequences on his life, causing him to turn to crime and murder.;7.0;128;8.321;0;0
15152;tt0464913;OSS 117: Cairo, Nest of Spies;OSS 117 : Le Caire, nid d'espions;Secret agent OSS 117 foils Nazis, beds local beauties, and brings peace to the Middle East.;7.3;1111;8.289;0;0
11183;tt0077276;French Fried Vacation;Les Bronzés;Holidaymakers arriving in a Club Med camp on the Ivory Coast are determined to forget their everyday problems and emotional disappointments. Games, competitions, outings, bathing and sunburn accompany a continual succession of casual affairs.;6.6;664;8.284;0;0
12579;tt0082370;The Woman Next Door;La Femme d'à côté;Madame Jouve, the narrator, tells the tragedy of Bernard and Mathilde. Bernard was living happily with his wife Arlette and his son Thomas. One day, a couple, Philippe and Mathilde Bauchard, moves into the next house. This is the accidental reunion of Bernard and Mathilde, who had a passionate love affair years ago. The relationship revives... A somber study of human feelings.;7.1;179;8.277;0;0
437425;tt6445396;You Choose!;L'Embarras du choix;Even at the age of 40, Juliette is used to other people making decisions for her. When she meets two guys she likes, she has to finally make her own decision.;5.9;244;8.262;0;0
438347;tt6009140;Wedding Unplanned;Jour J;"When she discovers a wedding planer's business card, Alexia instantly says, ""YES"" to Mathias unaware that it belongs to his mistress. The groom is now trapped between his bride, and his lover who in charge of his unwanted marriage.";6.1;344;8.261;0;0
170689;tt2106550;Möbius;Möbius;An FSB officer fall in love with his agent, an American woman who works as a trader in a Russian bank.;5.7;151;8.261;0;0
381351;tt4676238;A Mighty Team;La Dream Team;When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth.;5.8;117;8.251;0;0
11516;tt0301727;Winged Migration;Le peuple migrateur;"The cameras of Jacques Perrin fly with migratory birds: geese, storks, cranes. The film begins with spring in North America and the migration to the Arctic; the flight is a community event for each species. Once in the Arctic, it's family time: courtship, nests, eggs, fledglings, and first flight. Chicks must soon fly south. Bad weather, hunters, and pollution take their toll. Then, the cameras go";7.5;117;8.241;20217080;35866397
197082;tt2406252;Venus in Fur;La Vénus à la fourrure;An enigmatic actress may have a hidden agenda when she auditions for a part in a misogynistic writer's play.;7.4;491;8.217;342183;0
2731;tt0104507;Indochine;Indochine;Eliane Devries is the seemingly repressed owner of a prosperous rubber plantation in French Indochina, circa 1930. Her steely exterior, however, is only a mask intended to hide her torrid love affairs from upper class society;7.1;128;8.208;0;0
582883;tt8193790;Deerskin;Le Daim;A man's obsession with owning the designer deerskin jacket of his dreams leads him to turn his back on his humdrum life in the suburbs, blow his life savings, and even turn him to crime.;6.6;329;8.206;0;0
2860;tt0065772;Claire's Knee;Le genou de Claire;On the eve of his wedding, on holiday on the Lake Annecy shore, a career diplomat visits an old acquaintance, perhaps a former girlfriend. Through her he meets an intense teenager, Laura, and then lusts after her sister, Claire. Whilst Laura attempts to flirt with him, his fantasy becomes focused on wanting to caress Claire's knee.;7.3;134;8.199;0;0
380623;tt4795546;Nocturama;Nocturama;Paris, one morning. A group of young people from different backgrounds. They launch into a strange ballet in the metro tunnels and the city's streets. They seem to follow a plan. Their gestures are precise, almost dangerous. They converge towards the same point, a department store, at the moment it is about to shut. Night begins.;6.5;166;24.067;0;0
9539;tt1029234;Martyrs;Martyrs;A young woman’s quest for revenge against the people who kidnapped and tortured her as a child leads her and her best friend, also a victim of child abuse, on a terrifying journey into a living hell of depravity.;7.3;1633;23.931;1100000;6500000
393729;tt4730986;Divines;Divines;In a ghetto where religion and drug trafficking rub shoulders, Dounia has a lust for power and success. Supported by Maimouna, her best friend, she decides to follow in the footsteps of Rebecca, a respected dealer. But her encounter with Djigui, a young, disturbingly sensual dancer, throws her off course.;7.9;502;23.637;0;2791874
170522;tt3759416;Asterix: The Mansions of the Gods;Astérix: Le domaine des dieux;In order to wipe out the Gaulish village by any means necessary, Caesar plans to absorb the villagers into Roman culture by having an estate built next to the village to start a new Roman colony.;6.8;969;23.282;42830578;30000000
586863;tt10199590;Les Misérables;Les Misérables;Inspired by the 2005 riots in Paris, Stéphane, a recent transplant to the impoverished suburb of Montfermeil, joins the local anti-crime squad. Working alongside his unscrupulous colleagues Chris and Gwada, Stéphane struggles to maintain order amidst the mounting tensions between local gangs. When an arrest turns unexpectedly violent, the three officers must reckon with the aftermath and keep the neighborhood from spiraling out of control.;7.7;983;22.15;0;0
376166;tt3794028;From the Land of the Moon;Mal de pierres;"An adaptation of Milena Agus' eponymous novel set after WWII, ""Mal de Pierres"" (""Mal di Pietre"") spans 20 years, following the destiny of a passionate, free-spirited woman who is in a loveless marriage and falls for another man.";6.6;228;22.105;47748;10300000
194;tt0211915;Amélie;Le Fabuleux Destin d'Amélie Poulain;At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?;7.9;8549;21.866;173921954;10000000
399121;tt2398149;An Officer and a Spy;J’accuse;In 1894, French Captain Alfred Dreyfus is wrongfully convicted of treason and sentenced to life imprisonment at Devil's Island.;7.1;923;21.522;18878646;25300000
570131;tt8265928;Love at Second Sight;Mon Inconnue;A man tries that his wife fall in love with him again, after to wake up in an alternate reality where she never knew him.;7.1;435;21.496;0;0
505436;tt6556670;Serial (Bad) Weddings 2;Qu'est-ce qu'on a encore fait au bon Dieu ?;Claude and Marie Verneuil face a new crisis. The four spouses of their daughters, David, Rachid, Chao and Charles decided to leave France for various reasons. Here they are imagining their lives elsewhere.;5.9;894;21.186;74769845;0
374464;tt4680196;Planetarium;Planetarium;Two American sisters, Laura and Kate, perform public seánces in Paris when they meet a French film producer who wants Laura to become in a movie star while gets obsessed with discovering the truth behind Kate's supernatural gift to summon the ghosts.;4.5;146;21.096;0;0
515841;tt6857988;I Am Not an Easy Man;Je ne suis pas un homme facile;The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.;6.3;798;21.059;0;0
204436;tt1181840;Jack and the Cuckoo-Clock Heart;Jack et la mécanique du coeur;In Scotland 1874, Jack is born on the coldest day ever. Because of the extreme cold, his heart stops beating. The responsible midwife in Edinburgh finds a way to save him by replacing his heart with a clock. So he lives and remains under the midwife's protective care. But he must not get angry or excited because that endangers his life by causing his clock to stop working. Worse than that, when he grows up, he has to face the fact he cannot fall in love because that too could stop his delicate heart.;7.2;511;20.958;3445000;33746302
430528;tt5598172;If I Were a Boy;Si j'étais un homme;Jeanne wakes up one morning and her life is about to take a funny turn, at first sight nothing has changed in her - to a small detail.;5.4;294;20.748;0;0
498248;tt4844148;Mia and the White Lion;Mia et le lion blanc;A young girl from London moves to Africa with her parents where she befriends a lion cub.;7.4;616;20.704;0;0
393519;tt4954522;Raw;Grave;In Justine’s family everyone is a vet and a vegetarian. At 16, she’s a gifted teen ready to take on her first year in vet school, where her older sister also studies. There, she gets no time to settle: hazing starts right away. Justine is forced to eat raw meat for the first time in her life. Unexpected consequences emerge as her true self begins to form.;7.1;2191;19.895;4100000;3500000
51191;tt0112366;Guardian Angels;Les Anges gardiens;A sleazy Paris nightclub owner and ex-detective flies to Hong Kong to rescue the young son of a friend murdered by the Chinese mob.;6.2;168;8.189;0;0
49878;tt0343426;The Dope;La Beuze;Alphonse Brown, who firmly believes he is the bastard son of James Brown, meets up with his best friend Scotch after Brown gets out of jail. On their way to Paris to begin careers as recording artists, the pair stumbles across a potent type of marijuana that was engineered by the Nazis. Their decision to begin selling the stuff leads to a variety of people chasing after them.;4.7;149;8.175;0;0
337676;tt6121444;Mektoub, My Love: Canto Uno;Mektoub, My Love: Canto Uno;Amin, an aspiring screenwriter living in Paris, returns home for the summer, to a fishing village in the South of France. It is a time of reconnecting with his family and his childhood friends. Together with his cousin Tony and his best friend Ophélie, he spends his time between the Tunisian restaurant run by his parents, the local bars and the beaches frequented by girls on holiday. Enchanted by the many female characters who surround him, Amin remains in awe of these summer sirens while his dionysiac cousin throws himself into their carnal delights with euphoria. Armed with his camera and guided by the bright simmer light of the Mediterranean coast, Amin pursues his philosophical quest while gathering inspiration for his screenplays. When it comes to love, only Mektoub (‘destiny' in Arabic) can decide.;6.8;226;8.173;0;0
61404;tt1545759;Point Blank;À bout portant;Samuel Pierret is a nurse who saves the wrong guy – a thief whose henchmen take Samuel's pregnant wife hostage to force him to spring their boss from the hospital. A race through the subways and streets of Paris ensues, and the body count rises. Can Samuel evade the cops and the criminal underground and deliver his beloved to safety?;6.6;305;8.16;0;16000000
408238;tt5964278;The New Adventures of Cinderella;Les nouvelles aventures de Cendrillon;;4.9;212;8.154;0;0
375809;tt4523050;Marseille;Marseille;;5.1;104;8.146;0;0
446170;tt6009104;Black Tide;Fleuve noir;When a teenager suddenly disappears without a trace, the case is assigned to an alcoholic police officer who maintains a complicated relationship with his own troubled teenage son, suspected of drug trafficking.;5.7;191;8.139;0;0
393407;tt5324800;The Jews;Ils sont partout;Four separate episodes deal with stereotypical ideas about Jews: their alleged influence on politics, the stereotype of Jewish business-mindedness, the Mossad, the Jewish world conspiracy and the memory of the Holocaust.;4.3;143;8.138;0;0
44012;tt0073198;Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles;Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles;A lonely widowed housewife does her daily chores, takes care of her apartment where she lives with her teenage son, and turns the occasional trick to make ends meet. Slowly, her ritualized daily routines begin to fall apart.;7.4;122;8.137;0;120000
11489;tt0200071;Rosetta;Rosetta;Young and impulsive Rosetta lives with her alcoholic mother and, moved by despair, she will do anything to maintain a job.;7.0;164;8.135;266665;0
1958;tt0283832;8 Women;8 femmes;Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.;7.0;643;8.124;0;8000000
14648;tt0354836;Podium;Podium;Bernand Fréderic is a mediocre bank executive. He's married and has a son. He used to have another profession: being French star Claude Francois. Now, with the Imitators Gala Night coming up, he must choose between his wife or the only thing that makes him happy: the applause.;5.9;323;8.123;0;0
1553;tt0411270;The Beat That My Heart Skipped;De battre mon cœur s'est arrêté;Like his father, Tom is a real estate agent who makes his money from dirty, and sometimes brutal, deals. But a chance encounter prompts him to take up the piano and become a concert pianist. He auditions with the help of a beautiful, young virtuoso pianist who cannot speak French - music is their only exchange. But pressures from the ugly world of his day job soon become more than he can handle...;7.0;283;8.118;9293785;6400000
256913;tt2760634;Quantum Love;Une Rencontre;Pierre has been married for 15 years and has two kids. He still loves his wife and is fulfilled in his role as a father. Overall, he’s a contented man. Until one evening, he meets Elsa. They chat, laugh, and joke around in a way that doesn’t happen every day. Two weeks later, they run into each other again by chance. The same easy mutual attraction they felt for one another is just as strong, and they tell each other as much. A line has been crossed. But Elsa has a golden rule never to get involved with married men, and Pierre wants to remain faithful. They go their separate ways without swapping phone numbers, preferring to let life take its own course. As the line blurs between how they imagine their relationship and what has actually happened, their fantasies start to mingle with reality;5.7;167;8.085;0;0
18955;tt1262877;Coco;Coco;Coco is a French comedy released in 2009 and produced by Gad Elmaleh. This is the first embodiment of the actor, adapted from a sketch in the show La Vie Normale. Coco talks about organizing a Bar Mitzvah.;4.4;423;8.073;0;0
443398;tt6556552;Finding Momo;Momo;One evening, when they come home, Mr. and Mrs. Prioux are astounded to find that a certain Patrick has moved into their place. This strange young man has returned home to his parents in order to introduce his wife.;5.3;170;8.072;5011944;0
62204;tt0082484;Quest for Fire;La Guerre du feu;A colossal adventure odyssey that turns back the hands of time to the very beginning of man's existence. 80,000 years ago, when man roamed the earth, he was exposed to the many harsh elements of nature. Against the perilous atmosphere of rugged terrain, rival tribes and savage beasts, Quest for Fire examines a peaceful tribe's search for that all important element fire, and the knowledge to create it. Focusing on human dream as well as realistic insights into pre-historic man, the constant struggle for survival is vividly recreated in this sensational production.;7.1;316;8.068;55260558;12000000
4485;tt0082269;Diva;Diva;Jules, a young Parisian postman, secretly records a concert performance given by the opera singer Cynthia Hawkins, whom he idolises. The following day, Jules runs into a woman who is being pursued by armed thugs. Before she is killed, the woman slips an audio cassette into his mail bag...;6.9;122;8.055;0;0
81342;tt1828995;Delicacy;La délicatesse;A French woman mourning over the death of her husband three years prior is courted by a Swedish co-worker.;6.4;323;8.053;9696204;0
504603;tt6892462;The World Is Yours;Le monde est à toi;To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.;6.9;289;8.052;0;0
517468;tt8323120;The Truth;La Vérité;"Fabienne is a star; a star of French cinema. She reigns amongst men who love and admire her. When she publishes her memoirs, her daughter Lumir returns from New York to Paris with her husband and young child. The reunion between mother and daughter will quickly turn to confrontation: truths will be told, accounts settled, loves and resentments confessed.";6.2;139;8.05;4873627;0
430365;tt5804948;With Open Arms;À bras ouverts;"Jean-Étienne Fougerole is an intellectual bohemian who released his new novel ""In Open Arms"" and calling the wealthiest people to welcome home the families in need. While he promotes his book during a televised debate, his opponent criticized him for not applying what he himself advocates. While stuck, Jean-Étienne Fougerole accepts the challenge, for fear of being discredited. The same evening, a family of Roma rings the door of his Marnes-la-Coquette villa and the writer feels obliged to house them.";5.2;361;8.039;0;0
485189;tt7534054;Sorry Angel;Plaire, aimer et courir vite;Jacques is a writer living in Paris. He hasn't turned 40 but already mistrusts that the best in life is yet to come. Arthur is a student living in Brittany. He reads and smiles a lot and refuses to think that everything in life might not be possible. Jacques and Arthur will like each other. Just like in a lovely dream. Just like in a sad story.;6.9;154;8.019;1631910;0
78476;tt1718835;My Worst Nightmare;Mon pire cauchemar;Agathe runs an art gallery. Her husband François is a publisher. Together they have one son, and in every way seem to be the picture of normality — but emotions are stewing under the surface. All it takes is the arrival of a complete stranger for things to start unravelling. Patrick is brash, uncouth and totally unselfconscious...;5.4;168;8.017;0;0
427348;tt6183834;Carbone;Carbone;In danger of losing his business, Anthony Roca, an ordinary man, develops a scam that will become the heist of the century. Overtaken by the crime, he will have to deal with betrayal, murder and settling.;6.9;277;8.009;0;0
277839;tt4531694;Good Guys Go to Heaven, Bad Guys Go to Pattaya;Pattaya;Franky and Krimo dream of leaving the grey grime of their neighborhood behind and of traveling to the famous and diabolical Thai beach resort of Pattaya. To get there cheaply, the two friends have the crazy idea of registering, unbeknownst to him, the local little person for the Thai Dwarf Boxing World Championship. But what was supposed to be a dream vacation will transform into the most insane and dangerous adventure of their lives.;5.0;381;8.009;0;5402000
531735;tt7942936;Ibiza;Ibiza;A mature podiatrist, his girlfriend and her teenage children travel Ibiza to live a crazy holidays.;5.4;187;8.005;0;0
892;tt0101700;Delicatessen;Delicatessen;This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.;7.3;891;7.983;1794187;4000000
399031;tt5304464;Happy End;Happy End;A middle-class family living in Calais deal with a series of setbacks while paying little attention to the grim conditions in the refugee camps within a few miles of their home.;6.1;247;7.978;0;13600000
323020;tt4024546;Bis;Bis;"Éric and Patrice have been friends since high school. Over the years, they have both taken very different paths: Éric has become a hedonist, has a string of girlfriends and is always on the look out for a new one; Patrice has become a monogamous father with a very ordered life. After a drunken evening, the two childhood friends find themselves cast back into 1986, when they were 17 years old. This return to the past is a dream opportunity to try to change the path their lives will take. What will they do with this second chance?";5.4;418;7.977;0;0
453191;tt5851904;The Big Bad Fox and Other Tales;Le Grand Méchant Renard et autres contes...;The misadventures of a young clumsy Fox and a feisty little red Hen.  The Fox, both a little stupid and naïve, tries daily to devour the little Hen, without success. Tired of the repeated humiliation, the Fox is persuaded to steal the Hen’s eggs to raise and then eat. This plan seems perfect, until the moment the chicks hatch…;7.8;175;7.965;19030780;3000000
109;tt0111507;Three Colors: White;Trois couleurs : Blanc;Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikolah to smuggle him back to their homeland.;7.5;699;7.965;0;0
272435;tt2788556;Gemma Bovery;Gemma Bovery;Martin, an ex-Parisian well-heeled hipster passionate about Gustave Flaubert who settled into a Norman village as a baker, sees an English couple moving into a small farm nearby. Not only are the names of the new arrivals Gemma and Charles Bovery, but their behavior also seems to be inspired by Flaubert's heroes.;6.1;231;7.952;154701;9700000
432087;tt5247704;Back to Burgundy;Ce qui nous lie;Jean left his hometown ten years ago. When his father falls ill, he comes back and reunites with his sister Juliette and his brother Jérémie. As seasons go by around their vineyard, they'll have to trust each other again.;7.0;337;7.944;0;0
13492;tt0814685;Frontier(s);Frontière(s);A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis.;6.1;469;7.931;0;3000000
504321;tt7920024;Paris Is Us;Paris est à nous;Dreams and reality collide as a young woman navigates a tumultuous relationship amid rising social tensions, protests and tragedies in Paris.;4.4;134;7.923;0;0
451500;tt7018010;Christmas & Co.;Santa & Cie;Christmas is on its way and with it disaster. The 92,000 responsible for manufacturing children's toys all become sick at the same time! It's a tough moment for Santa, better known as Father Christmas. He's left no choice: he must make an emergency trip to Earth with his reindeer to search for a remedy. When he arrives, he must find some allies to save the magic of Christmas.;6.3;457;7.905;0;0
